Date,1st,2nd,3rd,1st_cumulative,2nd_cumulative,3rd_cumulative,1st_stay,2nd_stay,3rd_stay,1st_prop,2nd_prop,3rd_prop
2022/4/12,5764,20498,398351,96412249,95322339,61022748,1089910,34299591,61022748,0.008684383,0.273298527,0.486228164
2022/4/13,5354,20635,376925,96417603,95342974,61399673,1074629,33943301,61399673,0.008562625,0.270459615,0.489231495
2022/4/14,5043,19343,376837,96422646,95362317,61776510,1060329,33585807,61776510,0.008448682,0.267611109,0.492234126
2022/4/15,20615,39325,715996,96443261,95401642,62492506,1041619,32909136,62492506,0.008299602,0.262219407,0.497939169
2022/4/16,42016,77608,755993,96485277,95479250,63248499,1006027,32230751,63248499,0.008016005,0.256814047,0.503962908
2022/4/17,18820,35850,333112,96504097,95515100,63581611,988997,31933489,63581611,0.00788031,0.254445469,0.506617138
2022/4/18,13524,20791,351911,96517621,95535891,63933522,981730,31602369,63933522,0.007822407,0.25180711,0.509421159
2022/4/19,14780,23651,354642,96532401,95559542,64288164,972859,31271378,64288164,0.007751723,0.24916978,0.51224694
2022/4/20,14722,21854,343342,96547123,95581396,64631506,965727,30949890,64631506,0.007694895,0.246608169,0.514982683
2022/4/21,13495,16924,353329,96560618,95598320,64984835,962298,30613485,64984835,0.007667573,0.2439277,0.517798002
2022/4/22,25836,38001,694360,96586454,95636321,65679195,950133,29957126,65679195,0.007570643,0.238697844,0.52333065
2022/4/23,54111,72915,768888,96640565,95709236,66448083,931329,29261153,66448083,0.007420813,0.233152343,0.529457136
2022/4/24,19638,31646,324981,96660203,95740882,66773064,919321,28967818,66773064,0.007325133,0.230815055,0.532046579
2022/4/25,14684,17980,339149,96674887,95758862,67112213,916025,28646649,67112213,0.007298871,0.228255986,0.534748912
2022/4/26,15289,19165,334141,96690176,95778027,67446354,912149,28331673,67446354,0.007267987,0.225746263,0.537411341
2022/4/27,13008,17400,327545,96703184,95795427,67773899,907757,28021528,67773899,0.007232992,0.223275033,0.540021214
2022/4/28,15051,17514,456347,96718235,95812941,68230246,905294,27582695,68230246,0.007213366,0.21977842,0.543657379
2022/4/29,4356,4580,257703,96722591,95817521,68487949,905070,27329572,68487949,0.007211582,0.21776154,0.545710752
2022/4/30,33428,49523,524145,96756019,95867044,69012094,888975,26854950,69012094,0.007083337,0.213979761,0.54988713
2022/5/1,7451,13752,158839,96763470,95880796,69170933,882674,26709863,69170933,0.007033131,0.21282371,0.551152756
2022/5/2,7327,11925,237940,96770797,95892721,69408873,878076,26483848,69408873,0.006996494,0.211022827,0.553048658
2022/5/3,1265,1203,75291,96772062,95893924,69484164,878138,26409760,69484164,0.006996988,0.210432495,0.553648575
2022/5/4,750,1038,50547,96772812,95894962,69534711,877850,26360251,69534711,0.006994693,0.210038008,0.554051332
2022/5/5,559,662,32615,96773371,95895624,69567326,877747,26328298,69567326,0.006993872,0.209783407,0.554311208
2022/5/6,16649,23163,323145,96790020,95918787,69890471,871233,26028316,69890471,0.006941969,0.207393156,0.556886022
2022/5/7,32751,43125,379928,96822771,95961912,70270399,860859,25691513,70270399,0.006859309,0.204709516,0.559913281
2022/5/8,10814,18107,122508,96833585,95980019,70392907,853566,25587112,70392907,0.006801199,0.20387765,0.560889423
2022/5/9,10449,14607,203668,96844034,95994626,70596575,849408,25398051,70596575,0.006768068,0.202371216,0.562512246
2022/5/10,11638,15866,211892,96855672,96010492,70808467,845180,25202025,70808467,0.006734379,0.200809284,0.564200597
2022/5/11,9304,14850,202750,96864976,96025342,71011217,839634,25014125,71011217,0.006690189,0.1993121,0.565816106
2022/5/12,8036,13259,201836,96873012,96038601,71213053,834411,24825548,71213053,0.006648572,0.197809522,0.567424331
2022/5/13,19025,27088,454371,96892037,96065689,71667424,826348,24398265,71667424,0.006584326,0.194404939,0.571044751
2022/5/14,30650,55000,507215,96922687,96120689,72174639,801998,23946050,72174639,0.006390306,0.190801698,0.575086231
2022/5/15,8317,19025,172477,96931004,96139714,72347116,791290,23792598,72347116,0.006304985,0.189578995,0.576460525
2022/5/16,7157,14001,183185,96938161,96153715,72530301,784446,23623414,72530301,0.006250452,0.18823094,0.57792014
2022/5/17,7340,14549,178668,96945501,96168264,72708969,777237,23459295,72708969,0.006193011,0.186923243,0.579343763
2022/5/18,7040,12826,171464,96952541,96181090,72880433,771451,23300657,72880433,0.006146908,0.185659218,0.580709985
2022/5/19,5717,12554,170189,96958258,96193644,73050622,764614,23143022,73050622,0.006092431,0.184403185,0.582066048
2022/5/20,15896,9175,388706,96974154,96202819,73439328,771335,22763491,73439328,0.006145983,0.181379089,0.585163251
2022/5/21,23124,36089,432834,96997278,96238908,73872162,758370,22366746,73872162,0.006042679,0.178217832,0.588612064
2022/5/22,6183,9227,125673,97003461,96248135,73997835,755326,22250300,73997835,0.006018424,0.177289992,0.589613425
2022/5/23,7546,7230,141597,97011007,96255365,74139432,755642,22115933,74139432,0.006020942,0.176219358,0.590741667
2022/5/24,7794,2830,137068,97018801,96258195,74276500,760606,21981695,74276500,0.006060495,0.175149752,0.591833822
